id,date,store_nbr,family,sales,onpromotion
2982136,2017-08-05,32,PERSONAL CARE,86.0,7
2982137,2017-08-05,32,PET SUPPLIES,0.0,0
2982138,2017-08-05,32,PLAYERS AND ELECTRONICS,0.0,0
2982139,2017-08-05,32,POULTRY,61.172,1
2982140,2017-08-05,32,PREPARED FOODS,8.0,0
2982141,2017-08-05,32,PRODUCE,267.883,3
2982142,2017-08-05,32,SCHOOL AND OFFICE SUPPLIES,0.0,0
2982143,2017-08-05,32,SEAFOOD,6.0,2
2982144,2017-08-05,33,AUTOMOTIVE,3.0,0
2982145,2017-08-05,33,BABY CARE,0.0,0
2982146,2017-08-05,33,BEAUTY,5.0,0
2982147,2017-08-05,33,BEVERAGES,1611.0,18
2982148,2017-08-05,33,BOOKS,0.0,0
2982149,2017-08-05,33,BREAD/BAKERY,257.0,11
2982150,2017-08-05,33,CELEBRATION,4.0,0
2982151,2017-08-05,33,CLEANING,1031.0,19
2982152,2017-08-05,33,DAIRY,459.0,13
2982153,2017-08-05,33,DELI,168.0,6
2982154,2017-08-05,33,EGGS,121.0,1
2982155,2017-08-05,33,FROZEN FOODS,212.0,12
2982156,2017-08-05,33,GROCERY I,3169.0,52
2982157,2017-08-05,33,GROCERY II,0.0,0
2982158,2017-08-05,33,HARDWARE,0.0,0
2982159,2017-08-05,33,HOME AND KITCHEN I,20.0,0
2982160,2017-08-05,33,HOME AND KITCHEN II,22.0,0
2982161,2017-08-05,33,HOME APPLIANCES,1.0,0
2982162,2017-08-05,33,HOME CARE,224.0,8
2982163,2017-08-05,33,LADIESWEAR,0.0,0
2982164,2017-08-05,33,LAWN AND GARDEN,0.0,0
2982165,2017-08-05,33,LINGERIE,10.0,0
2982166,2017-08-05,33,"LIQUOR,WINE,BEER",48.0,2
2982167,2017-08-05,33,MAGAZINES,1.0,0
2982168,2017-08-05,33,MEATS,293.303,0
2982169,2017-08-05,33,PERSONAL CARE,220.0,7
2982170,2017-08-05,33,PET SUPPLIES,0.0,0
2982171,2017-08-05,33,PLAYERS AND ELECTRONICS,7.0,0
2982172,2017-08-05,33,POULTRY,96.438995,0
2982173,2017-08-05,33,PREPARED FOODS,30.0,0
2982174,2017-08-05,33,PRODUCE,1240.388,4
2982175,2017-08-05,33,SCHOOL AND OFFICE SUPPLIES,0.0,0
2982176,2017-08-05,33,SEAFOOD,2.0,1
2982177,2017-08-05,34,AUTOMOTIVE,3.0,0
2982178,2017-08-05,34,BABY CARE,0.0,0
2982179,2017-08-05,34,BEAUTY,4.0,2
2982180,2017-08-05,34,BEVERAGES,2826.0,22
2982181,2017-08-05,34,BOOKS,0.0,0
2982182,2017-08-05,34,BREAD/BAKERY,801.0,14
2982183,2017-08-05,34,CELEBRATION,8.0,0
2982184,2017-08-05,34,CLEANING,999.0,19
2982185,2017-08-05,34,DAIRY,757.0,20
2982186,2017-08-05,34,DELI,240.981,9
2982187,2017-08-05,34,EGGS,112.0,1
2982188,2017-08-05,34,FROZEN FOODS,95.0,17
2982189,2017-08-05,34,GROCERY I,4940.148,58
2982190,2017-08-05,34,GROCERY II,19.0,0
2982191,2017-08-05,34,HARDWARE,1.0,0
2982192,2017-08-05,34,HOME AND KITCHEN I,40.0,0
2982193,2017-08-05,34,HOME AND KITCHEN II,56.0,1
2982194,2017-08-05,34,HOME APPLIANCES,0.0,0
2982195,2017-08-05,34,HOME CARE,246.0,6
2982196,2017-08-05,34,LADIESWEAR,2.0,0
2982197,2017-08-05,34,LAWN AND GARDEN,11.0,0
2982198,2017-08-05,34,LINGERIE,5.0,0
2982199,2017-08-05,34,"LIQUOR,WINE,BEER",84.0,3
2982200,2017-08-05,34,MAGAZINES,3.0,0
2982201,2017-08-05,34,MEATS,182.963,0
2982202,2017-08-05,34,PERSONAL CARE,355.0,11
2982203,2017-08-05,34,PET SUPPLIES,10.0,0
2982204,2017-08-05,34,PLAYERS AND ELECTRONICS,15.0,0
2982205,2017-08-05,34,POULTRY,180.538,0
2982206,2017-08-05,34,PREPARED FOODS,27.0,0
2982207,2017-08-05,34,PRODUCE,688.67,4
2982208,2017-08-05,34,SCHOOL AND OFFICE SUPPLIES,4.0,0
2982209,2017-08-05,34,SEAFOOD,9.0,1
2982210,2017-08-05,35,AUTOMOTIVE,3.0,0
2982211,2017-08-05,35,BABY CARE,0.0,0
2982212,2017-08-05,35,BEAUTY,2.0,1
2982213,2017-08-05,35,BEVERAGES,1902.0,24
2982214,2017-08-05,35,BOOKS,0.0,0
2982215,2017-08-05,35,BREAD/BAKERY,83.0,1
2982216,2017-08-05,35,CELEBRATION,6.0,0
2982217,2017-08-05,35,CLEANING,594.0,17
2982218,2017-08-05,35,DAIRY,232.0,9
2982219,2017-08-05,35,DELI,124.0,3
2982220,2017-08-05,35,EGGS,195.0,1
2982221,2017-08-05,35,FROZEN FOODS,84.705,12
2982222,2017-08-05,35,GROCERY I,2286.0,52
2982223,2017-08-05,35,GROCERY II,8.0,0
2982224,2017-08-05,35,HARDWARE,0.0,0
2982225,2017-08-05,35,HOME AND KITCHEN I,12.0,0
2982226,2017-08-05,35,HOME AND KITCHEN II,7.0,0
2982227,2017-08-05,35,HOME APPLIANCES,0.0,0
2982228,2017-08-05,35,HOME CARE,110.0,5
2982229,2017-08-05,35,LADIESWEAR,0.0,0
2982230,2017-08-05,35,LAWN AND GARDEN,0.0,0
2982231,2017-08-05,35,LINGERIE,1.0,0
2982232,2017-08-05,35,"LIQUOR,WINE,BEER",107.0,4
2982233,2017-08-05,35,MAGAZINES,1.0,0
2982234,2017-08-05,35,MEATS,198.516,0
2982235,2017-08-05,35,PERSONAL CARE,96.0,5
2982236,2017-08-05,35,PET SUPPLIES,3.0,0
2982237,2017-08-05,35,PLAYERS AND ELECTRONICS,1.0,0
2982238,2017-08-05,35,POULTRY,66.652,1
2982239,2017-08-05,35,PREPARED FOODS,15.0,0
2982240,2017-08-05,35,PRODUCE,380.306,3
2982241,2017-08-05,35,SCHOOL AND OFFICE SUPPLIES,0.0,0
2982242,2017-08-05,35,SEAFOOD,0.0,0
2982243,2017-08-05,36,AUTOMOTIVE,3.0,0
2982244,2017-08-05,36,BABY CARE,0.0,0
2982245,2017-08-05,36,BEAUTY,1.0,0
2982246,2017-08-05,36,BEVERAGES,4436.0,27
2982247,2017-08-05,36,BOOKS,0.0,0
2982248,2017-08-05,36,BREAD/BAKERY,416.0,13
2982249,2017-08-05,36,CELEBRATION,18.0,0
2982250,2017-08-05,36,CLEANING,1019.0,26
2982251,2017-08-05,36,DAIRY,560.0,17
2982252,2017-08-05,36,DELI,216.834,8
2982253,2017-08-05,36,EGGS,214.0,1
2982254,2017-08-05,36,FROZEN FOODS,257.0,12
2982255,2017-08-05,36,GROCERY I,4238.93,72
2982256,2017-08-05,36,GROCERY II,4.0,0
2982257,2017-08-05,36,HARDWARE,0.0,0
2982258,2017-08-05,36,HOME AND KITCHEN I,21.0,0
2982259,2017-08-05,36,HOME AND KITCHEN II,10.0,0
2982260,2017-08-05,36,HOME APPLIANCES,0.0,0
2982261,2017-08-05,36,HOME CARE,244.0,6
2982262,2017-08-05,36,LADIESWEAR,0.0,0
2982263,2017-08-05,36,LAWN AND GARDEN,60.0,1
2982264,2017-08-05,36,LINGERIE,11.0,0
2982265,2017-08-05,36,"LIQUOR,WINE,BEER",138.0,3
2982266,2017-08-05,36,MAGAZINES,0.0,0
2982267,2017-08-05,36,MEATS,178.145,0
2982268,2017-08-05,36,PERSONAL CARE,269.0,11
2982269,2017-08-05,36,PET SUPPLIES,5.0,0
2982270,2017-08-05,36,PLAYERS AND ELECTRONICS,6.0,0
2982271,2017-08-05,36,POULTRY,150.956,0
2982272,2017-08-05,36,PREPARED FOODS,55.67,1
2982273,2017-08-05,36,PRODUCE,1224.948,6
2982274,2017-08-05,36,SCHOOL AND OFFICE SUPPLIES,0.0,0
2982275,2017-08-05,36,SEAFOOD,3.0,2
2982276,2017-08-05,37,AUTOMOTIVE,3.0,0
2982277,2017-08-05,37,BABY CARE,0.0,0
2982278,2017-08-05,37,BEAUTY,17.0,2
2982279,2017-08-05,37,BEVERAGES,2830.0,9
2982280,2017-08-05,37,BOOKS,0.0,0
2982281,2017-08-05,37,BREAD/BAKERY,544.63,8
2982282,2017-08-05,37,CELEBRATION,8.0,0
2982283,2017-08-05,37,CLEANING,1006.0,10
2982284,2017-08-05,37,DAIRY,894.0,22
2982285,2017-08-05,37,DELI,153.992,5
2982286,2017-08-05,37,EGGS,152.0,0
2982287,2017-08-05,37,FROZEN FOODS,106.272,1
2982288,2017-08-05,37,GROCERY I,3861.0,37
2982289,2017-08-05,37,GROCERY II,55.0,0
2982290,2017-08-05,37,HARDWARE,1.0,0
2982291,2017-08-05,37,HOME AND KITCHEN I,42.0,1
2982292,2017-08-05,37,HOME AND KITCHEN II,28.0,1
2982293,2017-08-05,37,HOME APPLIANCES,0.0,0
2982294,2017-08-05,37,HOME CARE,239.0,7
2982295,2017-08-05,37,LADIESWEAR,31.0,0
2982296,2017-08-05,37,LAWN AND GARDEN,27.0,0
2982297,2017-08-05,37,LINGERIE,3.0,0
2982298,2017-08-05,37,"LIQUOR,WINE,BEER",128.0,5
2982299,2017-08-05,37,MAGAZINES,20.0,0
2982300,2017-08-05,37,MEATS,206.876,0
2982301,2017-08-05,37,PERSONAL CARE,329.0,10
2982302,2017-08-05,37,PET SUPPLIES,16.0,0
2982303,2017-08-05,37,PLAYERS AND ELECTRONICS,15.0,0
2982304,2017-08-05,37,POULTRY,284.847,0
2982305,2017-08-05,37,PREPARED FOODS,61.516,0
2982306,2017-08-05,37,PRODUCE,2621.862,7
2982307,2017-08-05,37,SCHOOL AND OFFICE SUPPLIES,0.0,0
2982308,2017-08-05,37,SEAFOOD,10.866,0
2982309,2017-08-05,38,AUTOMOTIVE,8.0,0
2982310,2017-08-05,38,BABY CARE,0.0,0
2982311,2017-08-05,38,BEAUTY,15.0,2
2982312,2017-08-05,38,BEVERAGES,2946.0,10
2982313,2017-08-05,38,BOOKS,0.0,0
2982314,2017-08-05,38,BREAD/BAKERY,514.261,10
2982315,2017-08-05,38,CELEBRATION,6.0,0
2982316,2017-08-05,38,CLEANING,1292.0,9
2982317,2017-08-05,38,DAIRY,980.0,20
2982318,2017-08-05,38,DELI,180.502,4
2982319,2017-08-05,38,EGGS,128.0,0
2982320,2017-08-05,38,FROZEN FOODS,127.0,1
2982321,2017-08-05,38,GROCERY I,4335.0,37
2982322,2017-08-05,38,GROCERY II,36.0,0
2982323,2017-08-05,38,HARDWARE,1.0,0
2982324,2017-08-05,38,HOME AND KITCHEN I,41.0,0
2982325,2017-08-05,38,HOME AND KITCHEN II,122.0,3
2982326,2017-08-05,38,HOME APPLIANCES,0.0,0
2982327,2017-08-05,38,HOME CARE,398.0,8
2982328,2017-08-05,38,LADIESWEAR,33.0,0
2982329,2017-08-05,38,LAWN AND GARDEN,36.0,0
2982330,2017-08-05,38,LINGERIE,11.0,0
2982331,2017-08-05,38,"LIQUOR,WINE,BEER",101.0,5
2982332,2017-08-05,38,MAGAZINES,19.0,0
2982333,2017-08-05,38,MEATS,174.944,1
2982334,2017-08-05,38,PERSONAL CARE,499.0,12
2982335,2017-08-05,38,PET SUPPLIES,8.0,0
2982336,2017-08-05,38,PLAYERS AND ELECTRONICS,16.0,0
2982337,2017-08-05,38,POULTRY,143.558,0
2982338,2017-08-05,38,PREPARED FOODS,115.033005,0
2982339,2017-08-05,38,PRODUCE,2606.109,7
2982340,2017-08-05,38,SCHOOL AND OFFICE SUPPLIES,1.0,0
2982341,2017-08-05,38,SEAFOOD,16.109001,0
2982342,2017-08-05,39,AUTOMOTIVE,7.0,0
2982343,2017-08-05,39,BABY CARE,0.0,0
2982344,2017-08-05,39,BEAUTY,7.0,1
2982345,2017-08-05,39,BEVERAGES,4098.0,29
2982346,2017-08-05,39,BOOKS,0.0,0
2982347,2017-08-05,39,BREAD/BAKERY,813.0,8
2982348,2017-08-05,39,CELEBRATION,7.0,0
2982349,2017-08-05,39,CLEANING,1717.0,25
2982350,2017-08-05,39,DAIRY,724.0,24
2982351,2017-08-05,39,DELI,261.923,6
2982352,2017-08-05,39,EGGS,420.0,1
2982353,2017-08-05,39,FROZEN FOODS,123.0,20
2982354,2017-08-05,39,GROCERY I,7054.469,77
2982355,2017-08-05,39,GROCERY II,36.0,0
2982356,2017-08-05,39,HARDWARE,4.0,0
2982357,2017-08-05,39,HOME AND KITCHEN I,32.0,0
2982358,2017-08-05,39,HOME AND KITCHEN II,20.0,1
2982359,2017-08-05,39,HOME APPLIANCES,0.0,0
2982360,2017-08-05,39,HOME CARE,524.0,10
2982361,2017-08-05,39,LADIESWEAR,13.0,0
2982362,2017-08-05,39,LAWN AND GARDEN,13.0,0
2982363,2017-08-05,39,LINGERIE,14.0,2
2982364,2017-08-05,39,"LIQUOR,WINE,BEER",107.0,4
2982365,2017-08-05,39,MAGAZINES,1.0,0
2982366,2017-08-05,39,MEATS,224.03,0
2982367,2017-08-05,39,PERSONAL CARE,441.0,12
2982368,2017-08-05,39,PET SUPPLIES,10.0,0
2982369,2017-08-05,39,PLAYERS AND ELECTRONICS,15.0,0
2982370,2017-08-05,39,POULTRY,331.423,0
2982371,2017-08-05,39,PREPARED FOODS,52.015,0
2982372,2017-08-05,39,PRODUCE,1780.024,7
2982373,2017-08-05,39,SCHOOL AND OFFICE SUPPLIES,5.0,2
2982374,2017-08-05,39,SEAFOOD,24.131,4
2982375,2017-08-05,4,AUTOMOTIVE,6.0,0
2982376,2017-08-05,4,BABY CARE,1.0,0
2982377,2017-08-05,4,BEAUTY,14.0,2
2982378,2017-08-05,4,BEVERAGES,2500.0,7
2982379,2017-08-05,4,BOOKS,0.0,0
2982380,2017-08-05,4,BREAD/BAKERY,431.526,8
2982381,2017-08-05,4,CELEBRATION,24.0,0
2982382,2017-08-05,4,CLEANING,867.0,10
2982383,2017-08-05,4,DAIRY,851.0,21
2982384,2017-08-05,4,DELI,210.956,4
2982385,2017-08-05,4,EGGS,154.0,0
2982386,2017-08-05,4,FROZEN FOODS,152.574,1
2982387,2017-08-05,4,GROCERY I,3680.0,39
2982388,2017-08-05,4,GROCERY II,29.0,0
2982389,2017-08-05,4,HARDWARE,4.0,0
2982390,2017-08-05,4,HOME AND KITCHEN I,16.0,1
2982391,2017-08-05,4,HOME AND KITCHEN II,8.0,0
2982392,2017-08-05,4,HOME APPLIANCES,0.0,0
2982393,2017-08-05,4,HOME CARE,263.0,7
2982394,2017-08-05,4,LADIESWEAR,23.0,0
2982395,2017-08-05,4,LAWN AND GARDEN,24.0,0
2982396,2017-08-05,4,LINGERIE,8.0,0
2982397,2017-08-05,4,"LIQUOR,WINE,BEER",161.0,5
2982398,2017-08-05,4,MAGAZINES,6.0,0
2982399,2017-08-05,4,MEATS,332.722,0
2982400,2017-08-05,4,PERSONAL CARE,279.0,12
2982401,2017-08-05,4,PET SUPPLIES,8.0,0
2982402,2017-08-05,4,PLAYERS AND ELECTRONICS,14.0,0
2982403,2017-08-05,4,POULTRY,476.719,0
2982404,2017-08-05,4,PREPARED FOODS,93.462,0
2982405,2017-08-05,4,PRODUCE,2552.739,8
2982406,2017-08-05,4,SCHOOL AND OFFICE SUPPLIES,0.0,0
2982407,2017-08-05,4,SEAFOOD,26.146,0
2982408,2017-08-05,40,AUTOMOTIVE,8.0,0
2982409,2017-08-05,40,BABY CARE,0.0,0
2982410,2017-08-05,40,BEAUTY,7.0,1
2982411,2017-08-05,40,BEVERAGES,5582.0,24
2982412,2017-08-05,40,BOOKS,0.0,0
2982413,2017-08-05,40,BREAD/BAKERY,539.0,12
2982414,2017-08-05,40,CELEBRATION,18.0,0
2982415,2017-08-05,40,CLEANING,2046.0,19
2982416,2017-08-05,40,DAIRY,713.0,15
2982417,2017-08-05,40,DELI,277.0,7
2982418,2017-08-05,40,EGGS,151.0,1
2982419,2017-08-05,40,FROZEN FOODS,98.997,16
2982420,2017-08-05,40,GROCERY I,6938.0,70
2982421,2017-08-05,40,GROCERY II,34.0,0
2982422,2017-08-05,40,HARDWARE,1.0,0
2982423,2017-08-05,40,HOME AND KITCHEN I,38.0,0
2982424,2017-08-05,40,HOME AND KITCHEN II,20.0,0
2982425,2017-08-05,40,HOME APPLIANCES,1.0,0
2982426,2017-08-05,40,HOME CARE,446.0,8
2982427,2017-08-05,40,LADIESWEAR,0.0,0
2982428,2017-08-05,40,LAWN AND GARDEN,1.0,0
2982429,2017-08-05,40,LINGERIE,15.0,0
2982430,2017-08-05,40,"LIQUOR,WINE,BEER",96.0,4
2982431,2017-08-05,40,MAGAZINES,2.0,0
2982432,2017-08-05,40,MEATS,164.253,0
2982433,2017-08-05,40,PERSONAL CARE,353.0,10
2982434,2017-08-05,40,PET SUPPLIES,4.0,0
2982435,2017-08-05,40,PLAYERS AND ELECTRONICS,10.0,0
2982436,2017-08-05,40,POULTRY,214.369,1
2982437,2017-08-05,40,PREPARED FOODS,76.0,1
2982438,2017-08-05,40,PRODUCE,1085.295,5
2982439,2017-08-05,40,SCHOOL AND OFFICE SUPPLIES,0.0,0
2982440,2017-08-05,40,SEAFOOD,7.0,2
2982441,2017-08-05,41,AUTOMOTIVE,14.0,0
2982442,2017-08-05,41,BABY CARE,0.0,0
2982443,2017-08-05,41,BEAUTY,6.0,1
2982444,2017-08-05,41,BEVERAGES,2559.0,7
2982445,2017-08-05,41,BOOKS,0.0,0
2982446,2017-08-05,41,BREAD/BAKERY,588.184,11
2982447,2017-08-05,41,CELEBRATION,24.0,0
2982448,2017-08-05,41,CLEANING,1195.0,11
2982449,2017-08-05,41,DAIRY,889.0,23
2982450,2017-08-05,41,DELI,234.041,7
2982451,2017-08-05,41,EGGS,176.0,0
2982452,2017-08-05,41,FROZEN FOODS,211.0,1
2982453,2017-08-05,41,GROCERY I,4832.0,37
2982454,2017-08-05,41,GROCERY II,47.0,0
2982455,2017-08-05,41,HARDWARE,1.0,0
2982456,2017-08-05,41,HOME AND KITCHEN I,31.0,0
2982457,2017-08-05,41,HOME AND KITCHEN II,30.0,0
2982458,2017-08-05,41,HOME APPLIANCES,0.0,0
2982459,2017-08-05,41,HOME CARE,264.0,6
2982460,2017-08-05,41,LADIESWEAR,20.0,0
2982461,2017-08-05,41,LAWN AND GARDEN,20.0,0
2982462,2017-08-05,41,LINGERIE,9.0,0
2982463,2017-08-05,41,"LIQUOR,WINE,BEER",174.0,3
2982464,2017-08-05,41,MAGAZINES,34.0,0
2982465,2017-08-05,41,MEATS,250.746,0
2982466,2017-08-05,41,PERSONAL CARE,341.0,13
2982467,2017-08-05,41,PET SUPPLIES,8.0,0
2982468,2017-08-05,41,PLAYERS AND ELECTRONICS,7.0,0
2982469,2017-08-05,41,POULTRY,204.074,0
2982470,2017-08-05,41,PREPARED FOODS,70.123,0
2982471,2017-08-05,41,PRODUCE,2095.668,6
2982472,2017-08-05,41,SCHOOL AND OFFICE SUPPLIES,0.0,0
2982473,2017-08-05,41,SEAFOOD,8.0,0
2982474,2017-08-05,42,AUTOMOTIVE,15.0,0
2982475,2017-08-05,42,BABY CARE,0.0,0
2982476,2017-08-05,42,BEAUTY,8.0,1
2982477,2017-08-05,42,BEVERAGES,2994.0,8
2982478,2017-08-05,42,BOOKS,0.0,0
2982479,2017-08-05,42,BREAD/BAKERY,551.919,8
2982480,2017-08-05,42,CELEBRATION,13.0,0
2982481,2017-08-05,42,CLEANING,858.0,11
2982482,2017-08-05,42,DAIRY,947.0,24
2982483,2017-08-05,42,DELI,201.558,5
2982484,2017-08-05,42,EGGS,156.0,0
2982485,2017-08-05,42,FROZEN FOODS,148.0,1
2982486,2017-08-05,42,GROCERY I,3602.0,34
2982487,2017-08-05,42,GROCERY II,34.0,0
2982488,2017-08-05,42,HARDWARE,0.0,0
2982489,2017-08-05,42,HOME AND KITCHEN I,12.0,0
2982490,2017-08-05,42,HOME AND KITCHEN II,29.0,0
2982491,2017-08-05,42,HOME APPLIANCES,0.0,0
2982492,2017-08-05,42,HOME CARE,248.0,7
2982493,2017-08-05,42,LADIESWEAR,24.0,0
2982494,2017-08-05,42,LAWN AND GARDEN,36.0,0
2982495,2017-08-05,42,LINGERIE,5.0,2
2982496,2017-08-05,42,"LIQUOR,WINE,BEER",116.0,5
2982497,2017-08-05,42,MAGAZINES,9.0,0
2982498,2017-08-05,42,MEATS,267.762,0
2982499,2017-08-05,42,PERSONAL CARE,258.0,9
2982500,2017-08-05,42,PET SUPPLIES,9.0,0
2982501,2017-08-05,42,PLAYERS AND ELECTRONICS,11.0,0
2982502,2017-08-05,42,POULTRY,265.829,0
2982503,2017-08-05,42,PREPARED FOODS,56.69,0
2982504,2017-08-05,42,PRODUCE,2683.945,8
2982505,2017-08-05,42,SCHOOL AND OFFICE SUPPLIES,0.0,0
2982506,2017-08-05,42,SEAFOOD,12.691,0
2982507,2017-08-05,43,AUTOMOTIVE,6.0,0
2982508,2017-08-05,43,BABY CARE,0.0,0
2982509,2017-08-05,43,BEAUTY,10.0,1
2982510,2017-08-05,43,BEVERAGES,5079.0,21
2982511,2017-08-05,43,BOOKS,0.0,0
2982512,2017-08-05,43,BREAD/BAKERY,563.0,10
2982513,2017-08-05,43,CELEBRATION,9.0,0
2982514,2017-08-05,43,CLEANING,1200.0,20
2982515,2017-08-05,43,DAIRY,686.0,18
2982516,2017-08-05,43,DELI,267.944,6
2982517,2017-08-05,43,EGGS,150.0,1
2982518,2017-08-05,43,FROZEN FOODS,96.562,18
2982519,2017-08-05,43,GROCERY I,4592.297,55
2982520,2017-08-05,43,GROCERY II,9.0,0
2982521,2017-08-05,43,HARDWARE,0.0,0
2982522,2017-08-05,43,HOME AND KITCHEN I,13.0,0
2982523,2017-08-05,43,HOME AND KITCHEN II,32.0,0
2982524,2017-08-05,43,HOME APPLIANCES,0.0,0
2982525,2017-08-05,43,HOME CARE,243.0,7
2982526,2017-08-05,43,LADIESWEAR,0.0,0
2982527,2017-08-05,43,LAWN AND GARDEN,13.0,0
2982528,2017-08-05,43,LINGERIE,1.0,0
2982529,2017-08-05,43,"LIQUOR,WINE,BEER",102.0,3
2982530,2017-08-05,43,MAGAZINES,3.0,0
2982531,2017-08-05,43,MEATS,197.303,0
2982532,2017-08-05,43,PERSONAL CARE,261.0,6
2982533,2017-08-05,43,PET SUPPLIES,2.0,0
2982534,2017-08-05,43,PLAYERS AND ELECTRONICS,6.0,0
2982535,2017-08-05,43,POULTRY,170.853,0
2982536,2017-08-05,43,PREPARED FOODS,81.294,0
2982537,2017-08-05,43,PRODUCE,1038.204,6
2982538,2017-08-05,43,SCHOOL AND OFFICE SUPPLIES,1.0,0
2982539,2017-08-05,43,SEAFOOD,0.0,0
2982540,2017-08-05,44,AUTOMOTIVE,10.0,0
2982541,2017-08-05,44,BABY CARE,0.0,0
2982542,2017-08-05,44,BEAUTY,27.0,1
2982543,2017-08-05,44,BEVERAGES,12455.0,11
2982544,2017-08-05,44,BOOKS,0.0,0
2982545,2017-08-05,44,BREAD/BAKERY,1941.872,11
2982546,2017-08-05,44,CELEBRATION,22.0,0
2982547,2017-08-05,44,CLEANING,2889.0,14
2982548,2017-08-05,44,DAIRY,3229.0,27
2982549,2017-08-05,44,DELI,710.336,9
2982550,2017-08-05,44,EGGS,770.0,0
2982551,2017-08-05,44,FROZEN FOODS,620.602,1
2982552,2017-08-05,44,GROCERY I,12463.0,42
2982553,2017-08-05,44,GROCERY II,110.0,0
2982554,2017-08-05,44,HARDWARE,5.0,0
2982555,2017-08-05,44,HOME AND KITCHEN I,132.0,1
2982556,2017-08-05,44,HOME AND KITCHEN II,150.0,2
2982557,2017-08-05,44,HOME APPLIANCES,0.0,0
2982558,2017-08-05,44,HOME CARE,776.0,9
2982559,2017-08-05,44,LADIESWEAR,37.0,7
2982560,2017-08-05,44,LAWN AND GARDEN,48.0,0
2982561,2017-08-05,44,LINGERIE,49.0,6
2982562,2017-08-05,44,"LIQUOR,WINE,BEER",521.0,5
2982563,2017-08-05,44,MAGAZINES,56.0,0
2982564,2017-08-05,44,MEATS,1104.793,0
2982565,2017-08-05,44,PERSONAL CARE,850.0,15
2982566,2017-08-05,44,PET SUPPLIES,47.0,0
2982567,2017-08-05,44,PLAYERS AND ELECTRONICS,40.0,0
2982568,2017-08-05,44,POULTRY,1383.808,0
2982569,2017-08-05,44,PREPARED FOODS,307.531,0
2982570,2017-08-05,44,PRODUCE,10463.003,10
2982571,2017-08-05,44,SCHOOL AND OFFICE SUPPLIES,699.0,13
2982572,2017-08-05,44,SEAFOOD,135.715,0
2982573,2017-08-05,45,AUTOMOTIVE,18.0,0
2982574,2017-08-05,45,BABY CARE,0.0,0
2982575,2017-08-05,45,BEAUTY,27.0,2
2982576,2017-08-05,45,BEVERAGES,11802.0,11
2982577,2017-08-05,45,BOOKS,0.0,0
2982578,2017-08-05,45,BREAD/BAKERY,1507.897,11
2982579,2017-08-05,45,CELEBRATION,37.0,0
2982580,2017-08-05,45,CLEANING,3183.0,16
2982581,2017-08-05,45,DAIRY,2753.0,26
2982582,2017-08-05,45,DELI,1032.091,8
2982583,2017-08-05,45,EGGS,502.0,0
2982584,2017-08-05,45,FROZEN FOODS,487.555,1
2982585,2017-08-05,45,GROCERY I,14189.0,46
2982586,2017-08-05,45,GROCERY II,172.0,0
2982587,2017-08-05,45,HARDWARE,3.0,0
2982588,2017-08-05,45,HOME AND KITCHEN I,96.0,0
2982589,2017-08-05,45,HOME AND KITCHEN II,114.0,2
2982590,2017-08-05,45,HOME APPLIANCES,0.0,0
2982591,2017-08-05,45,HOME CARE,866.0,10
2982592,2017-08-05,45,LADIESWEAR,53.0,11
2982593,2017-08-05,45,LAWN AND GARDEN,73.0,1
2982594,2017-08-05,45,LINGERIE,11.0,0
2982595,2017-08-05,45,"LIQUOR,WINE,BEER",397.0,7
2982596,2017-08-05,45,MAGAZINES,34.0,0
2982597,2017-08-05,45,MEATS,1501.485,0
2982598,2017-08-05,45,PERSONAL CARE,1060.0,15
2982599,2017-08-05,45,PET SUPPLIES,36.0,0
2982600,2017-08-05,45,PLAYERS AND ELECTRONICS,42.0,0
2982601,2017-08-05,45,POULTRY,1692.949,0
2982602,2017-08-05,45,PREPARED FOODS,315.625,0
2982603,2017-08-05,45,PRODUCE,7535.96,11
2982604,2017-08-05,45,SCHOOL AND OFFICE SUPPLIES,650.0,12
2982605,2017-08-05,45,SEAFOOD,109.42,0
2982606,2017-08-05,46,AUTOMOTIVE,25.0,0
2982607,2017-08-05,46,BABY CARE,0.0,0
2982608,2017-08-05,46,BEAUTY,42.0,2
2982609,2017-08-05,46,BEVERAGES,8375.0,7
2982610,2017-08-05,46,BOOKS,0.0,0
2982611,2017-08-05,46,BREAD/BAKERY,1346.0,11
2982612,2017-08-05,46,CELEBRATION,18.0,0
2982613,2017-08-05,46,CLEANING,3204.0,14
2982614,2017-08-05,46,DAIRY,2298.0,26
2982615,2017-08-05,46,DELI,1214.341,9
2982616,2017-08-05,46,EGGS,242.0,0
2982617,2017-08-05,46,FROZEN FOODS,382.377,1
2982618,2017-08-05,46,GROCERY I,13244.0,45
2982619,2017-08-05,46,GROCERY II,68.0,0
2982620,2017-08-05,46,HARDWARE,4.0,0
2982621,2017-08-05,46,HOME AND KITCHEN I,63.0,0
2982622,2017-08-05,46,HOME AND KITCHEN II,29.0,1
2982623,2017-08-05,46,HOME APPLIANCES,0.0,0
2982624,2017-08-05,46,HOME CARE,930.0,10
2982625,2017-08-05,46,LADIESWEAR,50.0,9
2982626,2017-08-05,46,LAWN AND GARDEN,32.0,0
2982627,2017-08-05,46,LINGERIE,17.0,6
2982628,2017-08-05,46,"LIQUOR,WINE,BEER",232.0,6
2982629,2017-08-05,46,MAGAZINES,13.0,0
2982630,2017-08-05,46,MEATS,1245.202,0
